Date,Black,White,Result,Handicap,Black Old Elo,Black New Elo,Black Elo Change,White Old Elo,White New Elo,White Elo Change
2022-06-20,maboroshi,Bus,W,3,904.846401410791,902.8091370151449296344371851,-2.037264395646101959834586510,2077.2558449414787,2078.124327237739162362389278,0.8684822962604631785992648059
2022-06-25,Rado,Bus,B,0,2057.8705076216033,2082.428901159826936249820202,24.55839353822359863851560593,2078.124327237739,2054.203500470794321818877143,-23.92082676694485859955275324
2022-06-28,Chun,Magic,W,0,2121.766413293649,2098.858094754556253336409506,-22.90831853909258525302407464,2156.880949034545,2178.706706047944225855178032,21.82575701339901540312619873
2022-06-30,Chun,Bus,W,0,2098.858094754556,2074.051739151740031681089586,-24.80635560281604585138064029,2054.203500470794,2080.501785310321834639755648,26.29828483952773758500592075
2022-07-01,GodFather,Jak,W,4,952.4307917802438,949.8821097831064264589024645,-2.548681997137367705659667710,2117.989066813917,2119.264365326004916440004947,1.275298512088009900188537651
2022-07-04,maboroshi,Rado,W,2,902.809137015145,901.3704251810260168447283119,-1.438711834118966861976494636,2082.428901159827,2083.037247047054048446340366,0.6083458872269566861054587305
2022-07-07,MYKiller,honpan,W,0,2100.0,2073.628595535748306044336060,-26.371404464251693955663940,2100.0,2126.371404464251693955663940,26.371404464251693955663940
2022-07-08,Tracy,maboroshi,W,1,900.0,842.8904650202447693032963484,-57.1095349797552306967036516,901.370425181026,958.4277928695389771002691401,57.05736768851296957854620869
2022-07-09,軒,Bus,W,4,832.2130475677943,829.9214231672377207990891329,-2.291624400556598748740085309,2080.501785310322,2081.429151074904115335433086,0.9273657645823222588508330207
2022-07-09,Walter,Sum,W,0,1700.0,1690.830937177175064058142003,-9.169062822824935941857997,2077.9635668643987,2083.921115855286339593540691,5.957548990887667697343789202
2022-07-09,Rado,Jason,W,4,2083.037247047054,2042.274538799427222981713098,-40.76270824762660166282268195,2100.0,2147.828924182488354526060766,47.828924182488354526060766
2022-07-09,Tommy,Dominic,W,3,1300.0,1294.701815572044627245569344,-5.298184427955372754430656,2100.0,2103.509621901096494119799153,3.509621901096494119799153
2022-07-09,Magic,Chun,B,0,2178.7067060479444,2195.207855831454205486912928,16.50114978350979743128520943,2074.05173915174,2058.190481213656676965422178,-15.86125793808341683737822405
2022-07-10,GodFather,don,W,5,949.8821097831064,945.9113984021939850562416411,-3.970711380912458445068781917,2100.0,2102.031917803888474079764163,2.031917803888474079764163
2022-07-12,Dominic,honpan,W,0,2103.5096219010966,2079.031175173067104002015428,-24.47844672802947567494423563,2126.3714044642516,2150.105801970845408715812309,23.73439750659385411561634979
2022-07-13,Bus,Sum,W,2,2081.429151074904,2049.356161136327455668948756,-32.07298993857652873964404927,2083.921115855286,2115.889227900974904984704556,31.96811204568871609540969325
2022-07-15,maboroshi,Magic,W,7,958.427792869539,953.4841241305543168766861057,-4.943668738984645018473340003,2195.2078558314543,2197.437201731039225017676775,2.229345899584971669620548031
2022-07-17,don,Jason,B,3,2102.0319178038885,2112.727352816506242126981494,10.69543501261772373464028256,2147.828924182488,2137.780147212458476340882382,-10.04877697002973197561698536
2022-07-23,honpan,Magic,W,3,2150.1058019708453,2110.418005049343772455516209,-39.68779692150150508207554639,2197.4372017310393,2234.543678055548255575065123,37.10647632450896074756849007
2022-07-24,Sum,don,W,0,2115.889227900975,2089.833360355093008820448043,-26.05586754588212033918502723,2112.727352816506,2138.894630711915482907028528,26.16727789540945589582774236
2022-07-27,honpan,Sum,W,2,2110.4180050493437,2071.753611806732281373741713,-38.66439324261143791892318742,2089.833360355093,2122.950378365395115142321388,33.11701801030192396822961675
2022-07-30,don,Magic,W,1,2138.8946307119154,2117.524638304203015776756025,-21.36999240771238133759722944,2234.5436780555483,2253.167413576260652776853797,18.62373552071235448778575377
2022-07-31,don,Mike,W,0,2117.524638304203,2105.353282910647364810444375,-12.17135539355574360828850655,2300.0,2309.308325957240975766133952,9.308325957240975766133952
2022-08-02,Bus,Magic,W,0,2049.3561611363275,2038.859843133625616900034090,-10.49631800270188367146269469,2253.1674135762605,2262.643040696085809818510000,9.475627119825295144733075390
2022-08-04,早晨,Tracy,W,0,1700.0,1633.649852945122937910758760,-66.350147054877062089241240,842.8904650202447,948.3337996749420246839087284,105.4433346546972918428161009
2022-08-07,Rado,Chun,W,0,2042.2745387994273,2019.637998043763529802906340,-22.63654075566378893307315743,2058.1904812136568,2080.370436730343970320284919,22.17995551668720325255262957
2022-08-07,Anson,honpan,B,0,2100.0,2124.228698315700616514750200,24.228698315700616514750200,2071.7536118067324,2050.797262163734497035866590,-20.95634964299785436106474533
2022-08-09,Interlude,無敵,W,0,2300.0,2293.170010547034993111436868,-6.829989452965006888563132,2500.0,2504.779296917314902466784422,4.779296917314902466784422
2022-08-09,GodFather,浪叔,W,0,945.911398402194,890.7498579473494977192774241,-55.16154045484448366360200447,900.0,956.8928756102783287261874954,56.8928756102783287261874954
2022-08-13,Sum,Jak,B,0,2122.950378365395,2148.239645990518460965642598,25.28926762512350694897760126,2119.2643653260047,2093.848266537619402071851296,-25.41609878838533376257960720
2022-08-18,Walter 3000,Mike 11,B,0,1300.0,1365.818329893432313782657655,65.818329893432313782657655,1700.0,1642.429387459387192017673580,-57.570612540612807982326420
2022-08-19,Chun,Jak,B,0,2080.370436730344,2103.801356273471858565209993,23.43091954312790459695141840,2093.8482665376196,2070.830258540505434424181140,-23.01800799711413107297136731
2022-08-20,Interlude,honpan,B,0,2293.170010547035,2300.377324159415427519446913,7.207313612380464863703328963,2050.7972621637346,2042.315716024328635590119072,-8.481546139405922681125096282
2022-08-23,Mike,無敵,W,0,2309.308325957241,2302.447950799510918723049115,-6.860375157729949141989920678,2504.7792969173147,2509.605732672365584710017449,4.826435755050888962681076267
2022-08-24,don,Anson,B,0,2105.3532829106475,2132.994702128706592134418151,27.64141921805907020390424750,2124.2286983157005,2097.282734865115106442516567,-26.94596345058540602420280706
2022-08-27,GodFather,Mike 11,W,0,890.7498579473495,883.4563346400774169731323519,-7.293523307272065883092870449,1642.4293874593873,1646.438807966895501397540044,4.009420507508229878022517969
2022-08-29,早晨,Walter 3000,W,0,1633.649852945123,1589.681246823957992785812771,-43.96860612116503692689123931,1365.8183298934323,1421.628365104495828395366590,55.81003521106353638496428309
2022-08-30,Bus,Rado,W,0,2038.8598431336256,2013.806367270984195422484542,-25.05347586264144992806389673,2019.6379980437634,2045.305231635558518710696885,25.66723359179507288945540936
2022-09-02,浪叔,Tracy,W,0,956.8928756102783,904.9499462351749717954484202,-51.94292937510336637661713957,948.333799674942,1000.580647167986112248966840,52.24684749304406959220012361
2022-09-09,Sum,Magic,W,0,2148.2396459905185,2132.202779049063235590549580,-16.03686694145527550779429898,2262.643040696086,2276.208212090359075012482269,13.56517139427328417087489207
2022-09-11,don,無敵,W,0,2132.9947021287066,2129.899529439132860857047640,-3.095172689573788234279922928,2509.605732672366,2511.265007830565214170357480,1.659275158199438954917981575
2022-09-12,Magic,Chun,W,0,2276.208212090359,2245.597401783862023931412343,-30.61081030649718735674737015,2103.801356273472,2143.067792633535927078500687,39.26643636006411636904843044
2022-09-12,Jak,Rado,W,0,2070.8302585405054,2046.353154214651969095419050,-24.47710432585341418468683884,2045.3052316355586,2070.600657839615857073341066,25.29542620405727261572846955
2022-09-13,Bus,Sum,W,0,2013.806367270984,1997.247966599530484526468755,-16.55840067145359848015537739,2132.2027790490633,2149.228180636911130177267038,17.02540158784779229777879335
2022-09-16,Mike,honpan,B,0,2302.447950799511,2308.920053363864908800593469,6.472102564353818064688596583,2042.3157160243286,2034.501564017693317151638714,-7.814152006635277206300723032
2022-09-24,Tracy,GodFather,B,0,1000.5806471679861,1041.780017138944736059998961,41.19936997095867819392528182,883.4563346400774,838.8483175643690553815693660,-44.60801707570838812808431030
2022-10-02,Interlude,Anson,B,0,2300.3773241594154,2308.844891320028314472703199,8.467567160612948461031477065,2097.282734865115,2087.796337385251617061190317,-9.486397479863272483011697804
2022-10-05,Jak,Bus,B,0,2046.353154214652,2066.771675094064067146643508,20.41852087941204479978929810,1997.2479665995304,1975.534820510262937160816785,-21.71314608926746318370309094
2022-10-06,無敵,honpan,B,0,2511.265007830565,2512.214882560253728159089621,0.9498747296886459005447587296,2034.5015640176932,2032.814957033586467682479563,-1.686606984106758877888639627
2022-10-07,Rado,Magic,W,0,2070.600657839616,2058.974010665367004872234124,-11.62664717424890081428032810,2245.597401783862,2256.510230158121920212998507,10.91282837425982357714091001
2022-10-08,Interlude,don,W,0,2308.844891320028,2279.260505552128421572018960,-29.58438576789976066352745008,2129.899529439133,2168.482264008020401099613521,38.58273456888745307192264845
2022-10-11,Sum,Chun,W,0,2149.228180636911,2124.105520597318688938010561,-25.12266003959233103591195988,2143.067792633536,2168.405979266811358017022884,25.33818663327525725109984587
2022-10-20,Anson,Mike,B,0,2087.7963373852517,2123.698905075606484436308068,35.90256769035476650332010981,2308.920053363865,2277.705314161168275017497034,-31.21473920269673356020739563
2022-10-28,早晨,Mike 11,W,0,1589.681246823958,1562.331464907199305701008673,-27.34978191675865728705222608,1646.4388079668954,1672.350931725354406906010423,25.91212375845899633324968457
2022-11-04,Bus,Chun,W,0,1975.534820510263,1962.696728725752355128793602,-12.83809178451063391737491160,2168.4059792668113,2180.382257600541578040606003,11.97627833373027756405867238
2022-11-04,Jak,Magic,B,0,2066.771675094064,2101.807505409795764075177481,35.03583031573177003702590388,2256.510230158122,2224.328811316454551028658739,-32.18141884166733429570392641
2022-11-07,GodFather,早晨,W,0,838.848317564369,829.9236759012634424194144427,-8.924641663105597736310645270,1562.3314649071992,1567.444943927680732791437347,5.113479020481499297553252941
2022-11-07,Tracy,Walter 3000,B,0,1041.7800171389447,1117.590751478439109956173372,75.81073433949442401682320657,1421.6283651044957,1365.166509913472700980168050,-56.46185519102304136354734205
2022-11-16,honpan,don,W,0,2032.8149570335866,2017.872276756235958969948184,-14.94268027735059294555678566,2168.4822640080206,2183.441998107253530991794321,14.95973409923293810926355725
2022-11-20,Sum,Rado,W,0,2124.105520597319,2093.816082633926517718080338,-30.28943796339238268176103020,2058.974010665367,2086.489041820626741526110476,27.51503115525960964795426105
2022-11-22,Anson,無敵,W,0,2123.6989050756065,2120.787870714998583850102868,-2.911034360607905994983021101,2512.214882560254,2513.747628466579399180771217,1.532745906325444600950360548
2022-11-23,Tracy,Mike 11,B,0,1117.5907514784392,1198.731458399661479546823361,81.14070692122229169753362336,1672.3509317253545,1621.600689911461938418901496,-50.75024181389254660568016731
2022-12-10,Mike,Interlude,B,0,2277.705314161168,2298.220384536315306589835306,20.51507037514711713245043654,2279.2605055521285,2258.795346886391269300483531,-20.46515866573723737837151563
2022-12-11,GodFather,Walter 3000,W,0,829.9236759012634,812.8225919931868291556186020,-17.10108390807660741613451619,1365.1665099134727,1376.736068637349878457226197,11.56955872387714143164024013
2022-12-14,don,Magic,W,0,2183.4419981072533,2162.993774393033213034435141,-20.44822371422009886598683604,2224.3288113164544,2243.592204314238392831073381,19.26339299778394444311527162
2022-12-15,Wing,Ramen,W,0,900.0,899.1737142195635646183044975,-0.8262857804364353816955025,2100.0,2100.408858983941886727994790,0.408858983941886727994790
2022-12-16,honpan,Chun,W,0,2017.872276756236,2004.232637856742823015368979,-13.63963889949321016407900719,2180.3822576005414,2193.558928179709295405874075,13.17667057916791604492631704
2022-12-17,Winnie,Bus,W,0,900.0,898.2514927452082957122454939,-1.7485072547917042877545061,1962.6967287257523,1963.554175786596605355595395,0.8574470608442686694675758791
2022-12-18,Tracy,Wai,W,0,1198.7314583996615,1197.057553491581321602300537,-1.673904908080184007100964715,2100.0,2101.024569778893128174596967,1.024569778893128174596967
2022-12-19,Jak,Mike,B,0,2101.807505409796,2142.735326201345931708090502,40.92782079155013715939086971,2298.220384536315,2267.486916215932942463966163,-30.73346832038218065007023315
2022-12-21,omgglol,Horace,B,0,2100.0,2126.371404464251693955663940,26.371404464251693955663940,2100.0,2073.628595535748306044336060,-26.371404464251693955663940
2022-12-27,Rado,Anson,B,0,2086.489041820627,2111.100089903137999211590902,24.61104808251111870367468992,2120.7878707149985,2092.578816122370622527291156,-28.20905459262783953550355917
2022-12-27,Horace,Wing,B,0,2073.6285955357484,2074.037849504051330271795335,0.4092539683028848719912942104,899.1737142195635,898.2146121208785293513305537,-0.9591020986849921589505806968
2022-12-30,Anson,Chun,B,0,2092.5788161223704,2121.353489332005421724730301,28.77467320963499526898482750,2193.5589281797093,2163.532557466686949165056056,-30.02637071302230618104099610
2023-01-01,don,Rado,B,0,2162.993774393033,2183.436947613412633298886073,20.44317322037946979327971972,2111.100089903138,2089.143735559383887073508270,-21.95635434375392688902207472
2023-01-02,Bus,Wai,W,0,1963.5541757865967,1946.913345301674325409277678,-16.64083048492239021563216997,2101.0245697788932,2117.809924473803873003257108,16.78535469491063547719423201
2023-01-02,Winnie,Ramen,W,0,898.2514927452083,897.4303636285957731386410248,-0.8211291166125652809747319203,2100.408858983942,2100.814471982099695987913843,0.4056129981576140107662340046
2023-01-03,honpan,Mike,W,0,2004.2326378567427,1995.812929890303277566909910,-8.419707966439435189476116740,2267.486916215933,2274.512265441429843327887958,7.025349225496864370462155054
2023-01-03,Jak,Magic,W,0,2142.7353262013457,2125.533292550634820860109156,-17.20203365071092158719258941,2243.592204314238,2258.459022654928912287306564,14.86681834069072419750370279
2023-01-06,Tracy,omgglol,W,0,1197.0575534915813,1195.626793983760858706499488,-1.430759507820443589754364546,2126.3714044642516,2127.215483613913247962281587,0.8440791496616933620856277896
2023-01-09,Ramen,omgglol,B,0,2100.8144719821,2129.205627104984652109198054,28.39115512288484868266225390,2127.2154836139134,2099.817789388923971881588822,-27.39769422498944853156628669
2023-01-14,Wing,Wai,W,0,898.2146121208785,897.4728251384597820679443347,-0.7417869824187595777078141726,2117.8099244738037,2118.167868768056230987093960,0.3579442942525550498604672680
2023-01-17,Magic,Rado,B,0,2258.459022654929,2269.323802877364902450199052,10.86478022243594423211999168,2089.143735559384,2077.622324525668562116693957,-11.52141103371535079750579760
2023-01-17,Mike,don,W,0,2274.51226544143,2248.070731611844503761741978,-26.44153382958541393884672516,2183.4369476134125,2213.734747731787901729369007,30.29780011837541650424285973
2023-01-18,Jak,Chun,B,0,2125.533292550635,2153.932766901463444280468409,28.39947435082844769329067045,2163.5325574666867,2136.588911527863850886473664,-26.94364593882288875802769427
2023-01-18,Horace,Bus,B,0,2074.0378495040513,2089.224448575813793128813122,15.18659907176245599378875324,1946.9133453016743,1929.129805752456299590876027,-17.78353954921802644687920903
2023-01-19,Anson,honpan,B,0,2121.353489332005,2138.262242155503694457941912,16.90875282349848385877836484,1995.8129298903032,1979.245298092014512503076953,-16.56763179828865425472645729
2023-01-21,Winnie,Tracy,B,0,897.4303636285957,973.9440506946811563659351493,76.51368706608542817887004341,1195.6267939837608,1133.732020581917524085149040,-61.89477340184323869994668148
2023-01-22,Chun,Magic,W,0,2136.5889115278637,2121.538176992051918726761512,-15.05073453581181040720766084,2269.323802877365,2281.722617646934394671056509,12.39881476956952532514566181
2023-01-25,Rado,Jak,W,0,2077.622324525669,2060.008799361660604546034377,-17.61352516400816873023133359,2153.9327669014633,2172.997688699041623001398430,19.06492179757831279625362230
2023-01-29,Ramen,Horace,B,0,2129.2056271049846,2151.591772150049228948757440,22.38614504506461438721270874,2089.2244485758138,2069.539653701396346384640877,-19.68479487441742070812722588
2023-01-31,Anson,Mike,W,0,2138.262242155504,2121.590634079956723381454915,-16.67160807554710385304237883,2248.0707316118446,2262.293462308519945469364553,14.22273069667532395795549383
2023-02-02,Wing,omgglol,W,0,897.4728251384598,896.6503082010126151606377072,-0.8225169374472100509743348396,2099.8177893889238,2100.156462771491945292863228,0.3386733825681886601421764262
2023-02-04,Winnie,Wai,W,0,973.9440506946812,973.0655458980095741753284172,-0.8785047966716351038958593427,2118.1678687680565,2118.613866258062149073397542,0.4459974900056982833703855278
2023-02-05,don,honpan,B,0,2213.734747731788,2222.860614066729033647082730,9.125866334940986115928723280,1979.2452980920145,1968.848229665147483450807095,-10.39706842686705299992633568
2023-02-05,Tracy,Bus,W,0,1133.7320205819176,1130.198491497062362752179909,-3.533529084855232584383044889,1929.1298057524564,1931.253897782511148485611562,2.124092030054771108809296356
2023-02-10,don,Chun,B,0,2222.860614066729,2238.287283445669548592405470,15.42666937894066307401850997,2121.538176992052,2103.724976730172525952359574,-17.81320026187930494125568672
2023-02-11,Magic,honpan,B,0,2281.7226176469344,2287.112707740434164563205200,5.390090093499769110942366286,1968.8482296651475,1961.952294957045682107720450,-6.895934708101845959161482318
2023-02-12,Tracy,Ramen,W,0,1130.1984914970624,1129.155298749014015916855718,-1.043192748048361758464303808,2151.591772150049,2152.157148815522137179904002,0.5653766654730274113159060966
2023-02-17,Jak,Anson,B,0,2172.9976886990416,2193.155909997884270246364089,20.15822129884262421423560594,2121.5906340799565,2099.941206654038449586795694,-21.64942742591809456892492735
2023-02-18,Winnie,Horace,W,0,973.0655458980095,971.9061573709496996218426404,-1.159388527059832189269897580,2069.539653701396,2070.062522307756401391574532,0.5228686063601825704009982027
2023-02-19,Mike,Rado,B,0,2262.29346230852,2271.627021199573972308486819,9.333558891054179594563439221,2060.0087993616607,2049.666514234758541213133082,-10.34228512690220791448961178
2023-02-20,Bus,Wing,B,0,1931.253897782511,1932.288066590166045162816174,1.034168807654941875709794133,896.6503082010126,894.6138667211710923984012497,-2.036441479841556680219348020
2023-02-22,omgglol,Wai,B,0,2100.156462771492,2127.951565250770358144811847,27.79510247927837019394480505,2118.613866258062,2091.499723167356294576838965,-27.11414309070569477922620398
2023-02-23,Mike,Magic,W,0,2271.627021199574,2252.119196688533886571015811,-19.50782451103995981735957560,2287.112707740434,2306.152648171131693620669970,19.03994043069773203108211764
2023-02-24,don,Anson,B,0,2238.2872834456693,2251.203248699892576606777277,12.91596525422323122371059299,2099.9412066540385,2086.847625958924366405009302,-13.09358069511415758821274092
2023-02-24,Jak,honpan,B,0,2193.1559099978845,2202.865767507525971786524631,9.709857509641507540070913649,1961.9522949570458,1950.991353809248889181226361,-10.96094114779686210788892636
2023-02-27,Chun,Rado,W,0,2103.7249767301723,2073.457295031591486256537240,-30.26768169858084329663288966,2049.6665142347583,2076.737846884370140812851185,27.07133264961181664841964284
2023-02-27,Ramen,Bus,B,0,2152.1571488155223,2163.295542556287409681750013,11.13839374076510459642626203,1932.288066590166,1920.001774272332866778487616,-12.28629231783308726106090772
2023-03-04,Winnie,omgglol,W,0,971.9061573709497,971.0807787175038540677749556,-0.8253786534458456575404848461,2127.9515652507703,2128.364476404997891846173886,0.4129111542276193046155160058
2023-03-05,Wai,Horace,W,0,2091.4997231673565,2067.907877201611937909203268,-23.59184596574454046129000991,2070.0625223077564,2094.327504310177882544105645,24.26498200242152928711451191
2023-03-09,Chun,Mike,B,0,2073.4572950315915,2107.624830661430766509606668,34.16753562983930971868632102,2252.119196688534,2220.247760142901477992209811,-31.87143654563249725578239164
2023-03-14,honpan,Rado,W,0,1950.991353809249,1933.226287196477850585602424,-17.76506661277109830616115138,2076.7378468843704,2091.928432956962712173190579,15.19058607259235633544498700
2023-03-14,Jak,don,B,0,2202.865767507526,2229.288038647083988716435187,26.42227113955797288271648480,2251.2032486998924,2226.618789868795830174634056,-24.58445883109652576939593086
2023-03-15,Anson,Magic,B,0,2086.8476259589243,2122.695664478993550731745934,35.84803852006929621281233977,2306.1526481711317,2274.885118150898010167351232,-31.26753002023364901536865430
2023-03-15,Bus,omgglol,W,0,1920.0017742723328,1906.740437899597764880832476,-13.26133637273503070921338590,2128.3644764049977,2140.611510915886675169770357,12.24703451088894401824542581
2023-03-18,Tracy,Horace,W,0,1129.155298749014,1127.699269814054777001991597,-1.456028934959259727940234360,2094.327504310178,2095.037802937207917584123654,0.7102986270298891936136462609
2023-03-18,Winnie,Wing,B,0,971.0807787175039,1016.154394531699079909984200,45.07361581419517604702216640,894.6138667211711,847.1491380038748073154307507,-47.46472871729631352836111784
2023-03-22,don,Magic,W,0,2226.618789868796,2208.078869394455720858339154,-18.53992047434010867572582436,2274.885118150898,2292.109258140348260260232791,17.22413998945020857923577695
2023-03-22,Steven,Michael Cheung,B,0,2500.0,2513.784380259964420081583523,13.784380259964420081583523,2500.0,2486.215619740035579918416477,-13.784380259964420081583523
2023-03-24,Mike,Bus,B,0,2220.2477601429014,2226.651469828766978713846554,6.403709685865608441107694943,1906.7404378995977,1898.716583142897770009177969,-8.023854756699966750282562175
2023-03-24,honpan,LY,B,0,1933.2262871964779,1946.714802638914729172350473,13.48851544243685951583143999,1700.0,1682.644323845876731091575249,-17.355676154123268908424751
2023-03-25,omgglol,Horace,B,0,2140.611510915887,2162.221861471212001971517792,21.61035055532519113629973496,2095.0378029372077,2075.883265593132466521718568,-19.15453734407527700378649792
2023-03-26,Jak,Wai,B,0,2229.288038647084,2241.257592315876275048794217,11.96955366879248026336356212,2067.907877201612,2055.421123286342566014518158,-12.48675391526931588652624055
2023-03-27,Rado,Chun,B,0,2091.9284329569628,2115.157649476637930836213644,23.22921651967517920412298605,2107.6248306614307,2080.326994370148397321103442,-27.29783629128228112567372294
2023-03-31,Anson,Sum,B,0,2122.6956644789934,2146.109260249039695382272317,23.41359577004627372898669440,2093.8160826339267,2073.533346802072164151911103,-20.28273583185456182355951441
2023-04-02,Magic,Mike,B,0,2292.109258140348,2307.733938799107589787353907,15.62468065875941529452535905,2226.651469828767,2209.371823638139487833422503,-17.27964619062746108841627228
2023-04-03,Michael Cheung,Rado,B,0,2486.2156197400354,2488.121054016640605179108641,1.905434276605169353987983318,2115.1576494766377,2111.682000373158931924848911,-3.475649103478811721430066394
2023-04-04,don,Jak,W,0,2208.0788693944555,2187.843176303715434702350180,-20.23569309074008873151207402,2241.257592315876,2260.518490949879479290813913,19.26089863400339773403364922
2023-04-04,Steven,Anson,B,0,2513.7843802599646,2515.495717113872294761509263,1.711336853907730586629920682,2146.10926024904,2142.947475242843083583832894,-3.161785006196751305284734336
2023-04-05,Tracy,Wing,W,0,1127.6992698140548,1064.029095852260134950574491,-63.67017396179465232480689528,847.1491380038748,924.4773464163345387834266557,77.32820841245975673985926272
2023-04-05,Chun,LY,B,0,2080.3269943701484,2085.821626976786149505842742,5.494632606637708711987626229,1682.6443238458767,1675.739890422679557940729936,-6.904433423197112079786094490
2023-04-10,Horace,Wai,W,0,2075.8832655931324,2051.881317088780615943398569,-24.00194850435174835831088923,2055.4211232863427,2080.068224288456121097516257,24.64710100211345804735271974
2023-04-10,honpan,Sum,W,0,1946.7148026389148,1928.905126157597741498303593,-17.80967648131702020271309386,2073.533346802072,2088.748708872020677818946171,15.21536206994850393224656899
2023-04-11,Bus,omgglol,W,0,1898.7165831428977,1888.084665670071656076848173,-10.63191747282600559663899108,2162.221861471212,2171.363907567529281365013920,9.142046096317358020487480095
2023-04-12,Jak,Magic,W,0,2260.5184909498794,2242.940597730674972688539100,-17.57789321920440591569789021,2307.7339387991074,2324.051866794385374936575021,16.31792799527801134350890979
2023-04-14,Horace,Mike,W,0,2051.8813170887806,2038.773026722544148794579466,-13.10829036623648484496478258,2209.3718236381396,2222.048360570079412567692976,12.67653693193978163789322555
2023-04-16,Chun,Sum,B,0,2085.8216269767863,2108.403884298008548254597189,22.58225732122222868072167235,2088.748708872021,2066.253492858556990306973997,-22.49521601346388002376949465
